source,buyer_id,company,country,products,category,posted_date,detail_url,notes,quality_tier,official_website,alt_websites,emails,phone,address,contact_person,social,scale_revenue,extra_notes
BeautyIstanbul_2026,AUREUSPOLSKA,AUREUS POLSKA,Poland,SKIN CARE;PERSONAL CARE,SKIN CARE,2026-05-07~09,www.aureus-polska.pl,Beauty Istanbul 2026 exhibitor · Hall 7 7B 560,B,www.aureus-polska.pl,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: SKIN CARE;PERSONAL CARE"
BeautyIstanbul_2026,BELLEJARDIN,BELLE JARDIN,Poland,HAIR CARE;SKIN CARE,HAIR CARE,2026-05-07~09,www.bjc.pl,Beauty Istanbul 2026 exhibitor · Hall 7 7B 400,B,www.bjc.pl,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: HAIR CARE;SKIN CARE"
BeautyIstanbul_2026,BIELENDAGROUP,BIELENDA GROUP,Poland,HAIR CARE; SKIN CARE,HAIR CARE,2026-05-07~09,https://bielenda.pl/en,Beauty Istanbul 2026 exhibitor · Hall 7 7C 500,B,https://bielenda.pl/en,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: HAIR CARE; SKIN CARE"
BeautyIstanbul_2026,BOSKOCOSMETICS,BOSKO COSMETICS,Poland,SKIN CARE,SKIN CARE,2026-05-07~09,https://bosko-cosmetics.com,Beauty Istanbul 2026 exhibitor · Hall 7 7C 500,C,https://bosko-cosmetics.com,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: SKIN CARE"
BeautyIstanbul_2026,CELTHERPOLSKA,CELTHER POLSKA,Poland,PERSONAL CARE;BABY CARE;HOME CARE & CLEANING,PERSONAL CARE,2026-05-07~09,https://celther.com/,Beauty Istanbul 2026 exhibitor · Hall 7 7C 500,A,https://celther.com/,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PERSONAL CARE;BABY CARE;HOME CARE & CLEANING"
BeautyIstanbul_2026,DRMIELECOSMEDGROUPSA,DR. MIELE COSMED GROUP S.A.,Poland,PRODUCTS HOME CARE & CLEANING PRODUCTS;PRIVATE LABEL &,PRODUCTS HOME CARE & CLEANING PRODUCTS,2026-05-07~09,www.dr-miele.eu,Beauty Istanbul 2026 exhibitor · Hall 7 7B 550,A,www.dr-miele.eu,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PRODUCTS HOME CARE & CLEANING PRODUCTS;PRIVATE LABEL &"
BeautyIstanbul_2026,EUDUCOKBCGROUP,EUDUCO KBC GROUP,Poland,CONTRACT MANUFACTURING PERSONAL CARE;PROFESSIONAL HAIR CARE;SKIN CARE,CONTRACT MANUFACTURING PERSONAL CARE,2026-05-07~09,www.euduco.com,Beauty Istanbul 2026 exhibitor · Hall 7 7B 540,A,www.euduco.com,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: CONTRACT MANUFACTURING PERSONAL CARE;PROFESSIONAL HAIR CARE;SKIN CARE"
BeautyIstanbul_2026,FITNESSAUTHORITY,FITNESS AUTHORITY,Poland,PERSONAL CARE;PERFUMERY;HAIR CARE,PERSONAL CARE,2026-05-07~09,www.fanutrition.pl,Beauty Istanbul 2026 exhibitor · Hall 7 7B 570,A,www.fanutrition.pl,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PERSONAL CARE;PERFUMERY;HAIR CARE"
BeautyIstanbul_2026,HEINZGLASGROUP,HEINZ-GLAS GROUP,Poland,MAKE UP & COLOR COSMETICS;BEAUTY,MAKE UP & COLOR COSMETICS,2026-05-07~09,www.heinz-plastics.com,Beauty Istanbul 2026 exhibitor · Hall 5 5E 420,B,www.heinz-plastics.com,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: MAKE UP & COLOR COSMETICS;BEAUTY"
BeautyIstanbul_2026,INGLOT,INGLOT,Poland,ACCESSORIES;PERSONAL CARE;SKIN CARE INGREDIENTS & RAW MATERIALS;HAIR CARE,ACCESSORIES,2026-05-07~09,www.inglot.pl,Beauty Istanbul 2026 exhibitor · Hall 7 7B 420,A,www.inglot.pl,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: ACCESSORIES;PERSONAL CARE;SKIN CARE INGREDIENTS & RAW MATERIALS;HAIR CARE"
BeautyIstanbul_2026,INSTYTUTPMUUCJAPAWLUSBORON,INSTYTUT PMU ŁUCJA PAWLUS-BORON,Poland,NAIL CARE,NAIL CARE,2026-05-07~09,www.conturpolska.pl,Beauty Istanbul 2026 exhibitor · Hall 7 7C 500,C,www.conturpolska.pl,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: NAIL CARE"
BeautyIstanbul_2026,KAJPACKAGING,KAJ PACKAGING,Poland,https://neno.pl/kategorie/neno/neno- HAIR CARE;PERSONAL CARE,https://neno.pl/kategorie/neno/neno- HAIR CARE,2026-05-07~09,www.kajpackaging.com,Beauty Istanbul 2026 exhibitor · Hall 7 7B 430,B,www.kajpackaging.com,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: https://neno.pl/kategorie/neno/neno- HAIR CARE;PERSONAL CARE"
BeautyIstanbul_2026,KGKTREND,KGK TREND,Poland,SKIN CARE,SKIN CARE,2026-05-07~09,https://beauty-istanbul.com/,Beauty Istanbul 2026 exhibitor · Hall 7 7C 500,C,,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: SKIN CARE"
BeautyIstanbul_2026,LABORATORIUMKOSMETYCZNEAVA,"LABORATORIUM KOSMETYCZNE ""AVA""",Poland,HOME CARE & CLEANING PRODUCTS;PERSONAL CARE,HOME CARE & CLEANING PRODUCTS,2026-05-07~09,www.ava-laboratorium.pl,Beauty Istanbul 2026 exhibitor · Hall 7 7C 500,B,www.ava-laboratorium.pl,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: HOME CARE & CLEANING PRODUCTS;PERSONAL CARE"
BeautyIstanbul_2026,MARBA,MARBA,Poland,SKIN CARE;HAIR CARE,SKIN CARE,2026-05-07~09,www.emarba.com,Beauty Istanbul 2026 exhibitor · Hall 7 7B 510,B,www.emarba.com,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: SKIN CARE;HAIR CARE"
BeautyIstanbul_2026,MAURISSE,MAURISSE,Poland,HOME CARE & CLEANING PRODUCTS;SKIN CARE,HOME CARE & CLEANING PRODUCTS,2026-05-07~09,https://maurisse.com/pl/,Beauty Istanbul 2026 exhibitor · Hall 7 7C 500,B,https://maurisse.com/pl/,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: HOME CARE & CLEANING PRODUCTS;SKIN CARE"
BeautyIstanbul_2026,MGEVOLUTION,MG EVOLUTION,Poland,SKIN CARE,SKIN CARE,2026-05-07~09,https://mg-evolution.com/,Beauty Istanbul 2026 exhibitor · Hall 7 7C 500,C,https://mg-evolution.com/,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: SKIN CARE"
BeautyIstanbul_2026,MONDUNIQCOSMETIQUESPROFESSIONN,M'ONDUNIQ COSMETIQUES PROFESSIONNEL,Poland,SKIN CARE;HAIR CARE;NAIL CARE,SKIN CARE,2026-05-07~09,www.time4herbs.pl,Beauty Istanbul 2026 exhibitor · Hall 7 7B 480,A,www.time4herbs.pl,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: SKIN CARE;HAIR CARE;NAIL CARE"
BeautyIstanbul_2026,NATURALCOLLAGENINVENTIA,NATURAL COLLAGEN INVENTIA,Poland,PERFUMERY,PERFUMERY,2026-05-07~09,www.inventiapt.com,Beauty Istanbul 2026 exhibitor · Hall 7 7C 510,C,www.inventiapt.com,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PERFUMERY"
BeautyIstanbul_2026,NOUPOLAND,NOU POLAND,Poland,PROFESSIONAL HAIR CARE;HAIR CARE,PROFESSIONAL HAIR CARE,2026-05-07~09,www.nouparfum.pl,Beauty Istanbul 2026 exhibitor · Hall 7 7C 500,B,www.nouparfum.pl,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PROFESSIONAL HAIR CARE;HAIR CARE"
BeautyIstanbul_2026,PanDrwal,Pan Drwal,Poland,MAKE UP & COLOR COSMETICS;BEAUTY ACCESSORIES,MAKE UP & COLOR COSMETICS,2026-05-07~09,www.pandrwal.pl,Beauty Istanbul 2026 exhibitor · Hall 7 7C 510,B,www.pandrwal.pl,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: MAKE UP & COLOR COSMETICS;BEAUTY ACCESSORIES"
BeautyIstanbul_2026,POMORSKIEPOLAND,POMORSKIE POLAND,Poland,NAIL CARE;SKIN CARE,NAIL CARE,2026-05-07~09,www.madeinpomerania.eu,Beauty Istanbul 2026 exhibitor · Hall 7 7C 510,B,www.madeinpomerania.eu,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: NAIL CARE;SKIN CARE"
BeautyIstanbul_2026,SAUTENAILS,SAUTE NAILS,Poland,SKIN CARE,SKIN CARE,2026-05-07~09,https://sautenails.pl/,Beauty Istanbul 2026 exhibitor · Hall 7 7C 500,C,https://sautenails.pl/,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: SKIN CARE"
BeautyIstanbul_2026,SCIENCE4BEAUTY,SCIENCE4BEAUTY,Poland,PERSONAL CARE;HAIR CARE,PERSONAL CARE,2026-05-07~09,https://science4beauty.net/,Beauty Istanbul 2026 exhibitor · Hall 7 7C 500,B,https://science4beauty.net/,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PERSONAL CARE;HAIR CARE"
BeautyIstanbul_2026,SEBORADIN,SEBORADIN,Poland,NAIL CARE; MAKE UP & COLOR COSMETICS;BEAUTY,NAIL CARE,2026-05-07~09,www.seboradin.pl,Beauty Istanbul 2026 exhibitor · Hall 7 7C 500,A,www.seboradin.pl,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: NAIL CARE; MAKE UP & COLOR COSMETICS;BEAUTY"
BeautyIstanbul_2026,SILCARE,SILCARE,Poland,ACCESSORIES;PERSONAL CARE;SKIN CARE;BEAUTY PROFESSIONAL HAIR CARE,ACCESSORIES,2026-05-07~09,https://silcare.com/,Beauty Istanbul 2026 exhibitor · Hall 7 7C 500,A,https://silcare.com/,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: ACCESSORIES;PERSONAL CARE;SKIN CARE;BEAUTY PROFESSIONAL HAIR CARE"
BeautyIstanbul_2026,STAPIZPROFESJONALNEKOSMETYKIFR,STAPIZ PROFESJONALNE KOSMETYKI FRYZJERSKIE,Poland,PERFUMERY,PERFUMERY,2026-05-07~09,www.stapiz.pl,Beauty Istanbul 2026 exhibitor · Hall 7 7C 500,C,www.stapiz.pl,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PERFUMERY"
BeautyIstanbul_2026,URODAPOLSKA,URODA POLSKA,Poland,PERSONAL CARE,PERSONAL CARE,2026-05-07~09,www.urodapolska.eu,Beauty Istanbul 2026 exhibitor · Hall 7 7C 500,C,www.urodapolska.eu,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PERSONAL CARE"
BeautyIstanbul_2026,VACORETAILSPZOO,VACO RETAIL SP.Z.O.O,Poland,SKIN CARE;MAKE UP & COLOR COSMETICS,SKIN CARE,2026-05-07~09,www.vaco-retail.pl,Beauty Istanbul 2026 exhibitor · Hall 7 7B 520,B,www.vaco-retail.pl,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: SKIN CARE;MAKE UP & COLOR COSMETICS"
BeautyIstanbul_2026,VERONAPRODUCTSPROFESSIONAL,VERONA PRODUCTS PROFESSIONAL,Poland,PERSONAL CARE;SKIN CARE,PERSONAL CARE,2026-05-07~09,www.veronacosmetics.com,Beauty Istanbul 2026 exhibitor · Hall 7 7C 500,B,www.veronacosmetics.com,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PERSONAL CARE;SKIN CARE"
BeautyIstanbul_2026,MESOSYSTEM,MESOSYSTEM,Portugal   Www.Mesosystem.Com,DERMOCOSMETICS;HAIR CARE;SKIN CARE NATURAL & ORGANIC;PHARMACEUTICALS & OTC,DERMOCOSMETICS,2026-05-07~09,https://beauty-istanbul.com/,Beauty Istanbul 2026 exhibitor · Hall 2B   2B 918,A,,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: DERMOCOSMETICS;HAIR CARE;SKIN CARE NATURAL & ORGANIC;PHARMACEUTICALS & OTC"
BeautyIstanbul_2026,BESTPRINTSERVICESSA,BEST PRINT SERVICES SA,Romania,PERFUMERY,PERFUMERY,2026-05-07~09,https://bestprint.ro/,Beauty Istanbul 2026 exhibitor · Hall 8 8E 800,C,https://bestprint.ro/,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PERFUMERY"
BeautyIstanbul_2026,ROMANIA,ROMANIA,Https://Clustero.Eu/,CLUSTERELOR DIN ROMANIA BEAUTY ACCESSORIES;BEAUTY SALON EQUIPMENT &,CLUSTERELOR DIN ROMANIA BEAUTY ACCESSORIES,2026-05-07~09,https://beauty-istanbul.com/,Beauty Istanbul 2026 exhibitor · Hall 8 8E 800,B,,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: CLUSTERELOR DIN ROMANIA BEAUTY ACCESSORIES;BEAUTY SALON EQUIPMENT &"
BeautyIstanbul_2026,SEIBROWSBEAUTYPRODUCTSSRL,SE IBROWS BEAUTY PRODUCTS SRL,Romania,FURNITURE;PROFESSIONAL BEAUTY PRODUCTS BEAUTY ACCESSORIES;NAIL CARE;BEAUTY SALON,FURNITURE,2026-05-07~09,www.ibrowsstudio.ro,Beauty Istanbul 2026 exhibitor · Hall 2B   2B 900,A,www.ibrowsstudio.ro,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: FURNITURE;PROFESSIONAL BEAUTY PRODUCTS BEAUTY ACCESSORIES;NAIL CARE;BEAUTY SALON"
BeautyIstanbul_2026,WILDCARPATHIAORGANICSPANAITINT,WILDCARPATHIA ORGANICS / PANAIT INTL SRL / KOZELABO   ROMANIA,Www.Kozelabo.Com,PERSONAL CARE;SKIN CARE,PERSONAL CARE,2026-05-07~09,https://beauty-istanbul.com/,Beauty Istanbul 2026 exhibitor · Hall 8 8E 800,B,,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PERSONAL CARE;SKIN CARE"
BeautyIstanbul_2026,ANPOMOSCOWEXPORTCENTERMEC,ANPO «MOSCOW EXPORT CENTER» (MEC),Russia,https://www.wildberries.ru/seller/544 PERSONAL CARE,https://www.wildberries.ru/seller/544 PERSONAL CARE,2026-05-07~09,https://moscow-export.com/en/,Beauty Istanbul 2026 exhibitor · Hall 3 3E 200,C,https://moscow-export.com/en/,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: https://www.wildberries.ru/seller/544 PERSONAL CARE"
BeautyIstanbul_2026,ASTIBEAUTYLLC,ASTIBEAUTY LLC,Russia,NAIL CARE;PROFESSIONAL HAIR CARE;HOME CARE &,NAIL CARE,2026-05-07~09,https://beauty-istanbul.com/,Beauty Istanbul 2026 exhibitor · Hall 3 3E 200,A,,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: NAIL CARE;PROFESSIONAL HAIR CARE;HOME CARE &"
BeautyIstanbul_2026,AVSEPT,AV-SEPT,Russia,CLEANING PRODUCTS NAIL CARE;SKIN CARE;PROFESSIONAL BEAUTY,CLEANING PRODUCTS NAIL CARE,2026-05-07~09,www.avgroupp.ru,Beauty Istanbul 2026 exhibitor · Hall 7 7F 160,A,www.avgroupp.ru,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: CLEANING PRODUCTS NAIL CARE;SKIN CARE;PROFESSIONAL BEAUTY"
BeautyIstanbul_2026,BEAUTYLINELLC,BEAUTY LINE LLC,Russia,PRODUCTS HAIR CARE,PRODUCTS HAIR CARE,2026-05-07~09,www.lunaline.ru,Beauty Istanbul 2026 exhibitor · Hall 2A   2A 330,C,www.lunaline.ru,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PRODUCTS HAIR CARE"
BeautyIstanbul_2026,BEAUTYPRODUCTIONLLC,BEAUTY PRODUCTION LLC,Russia,SKIN CARE;PERSONAL CARE;HAIR CARE,SKIN CARE,2026-05-07~09,www.doctor-go.ru,Beauty Istanbul 2026 exhibitor · Hall 3 3E 200,A,www.doctor-go.ru,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: SKIN CARE;PERSONAL CARE;HAIR CARE"
BeautyIstanbul_2026,DMEAEROSOL,DME AEROSOL,Russia,PERSONAL CARE;SKIN CARE;NAIL CARE,PERSONAL CARE,2026-05-07~09,www.dme-aerosol.ru,Beauty Istanbul 2026 exhibitor · Hall 5 5F 170,A,www.dme-aerosol.ru,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PERSONAL CARE;SKIN CARE;NAIL CARE"
BeautyIstanbul_2026,DOMIKCLLC,DOMIKC LLC,Russia,MAKE UP & COLOR COSMETICS,MAKE UP & COLOR COSMETICS,2026-05-07~09,www.domix.pro,Beauty Istanbul 2026 exhibitor · Hall 3 3E 200,C,www.domix.pro,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: MAKE UP & COLOR COSMETICS"
BeautyIstanbul_2026,DROZHBEAUTYLLC,DROZH BEAUTY LLC,Russia,PERSONAL CARE,PERSONAL CARE,2026-05-07~09,https://pusy.beauty/,Beauty Istanbul 2026 exhibitor · Hall 3 3E 200,C,https://pusy.beauty/,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PERSONAL CARE"
BeautyIstanbul_2026,EDEMLLC,EDEM LLC,Russia,PERSONAL CARE;HAIR CARE;SKIN CARE,PERSONAL CARE,2026-05-07~09,https://biomeddentalguide.com,Beauty Istanbul 2026 exhibitor · Hall 3 3E 200,A,https://biomeddentalguide.com,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PERSONAL CARE;HAIR CARE;SKIN CARE"
BeautyIstanbul_2026,EDEMSERVICELLC,EDEM-SERVICE LLC,Russia,MAKE UP & COLOR COSMETICS;NAIL CARE,MAKE UP & COLOR COSMETICS,2026-05-07~09,https://librederm.ae/,Beauty Istanbul 2026 exhibitor · Hall 3 3E 200,B,https://librederm.ae/,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: MAKE UP & COLOR COSMETICS;NAIL CARE"
BeautyIstanbul_2026,ELIAN,ELIAN,Russia,MAKE UP & COLOR COSMETICS;NAIL CARE,MAKE UP & COLOR COSMETICS,2026-05-07~09,www.elianrussia.com,Beauty Istanbul 2026 exhibitor · Hall 2A   2A 170,B,www.elianrussia.com,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: MAKE UP & COLOR COSMETICS;NAIL CARE"
BeautyIstanbul_2026,ELIAN,ELIAN,Russia,PERSONAL CARE;SKIN CARE,PERSONAL CARE,2026-05-07~09,www.elianrussia.com,Beauty Istanbul 2026 exhibitor · Hall 3 3E 200,B,www.elianrussia.com,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PERSONAL CARE;SKIN CARE"
BeautyIstanbul_2026,ELRLLC,ELR LLC,Russia,MAKE UP & COLOR COSMETICS,MAKE UP & COLOR COSMETICS,2026-05-07~09,https://esti-lab.com/,Beauty Istanbul 2026 exhibitor · Hall 3 3E 200,C,https://esti-lab.com/,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: MAKE UP & COLOR COSMETICS"
BeautyIstanbul_2026,EXPORTSUPPORTCENTEROFPRIMORSKY,EXPORT SUPPORT CENTER OF PRIMORSKY TERRITORY,Russia,SKIN CARE;PERSONAL CARE;PROFESSIONAL HAIR,SKIN CARE,2026-05-07~09,www.primexport.ru,Beauty Istanbul 2026 exhibitor · Hall 7 7B 910,A,www.primexport.ru,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: SKIN CARE;PERSONAL CARE;PROFESSIONAL HAIR"
BeautyIstanbul_2026,FITOCOSMETIC,FITOCOSMETIC,Russia,CARE;HAIR CARE SKIN CARE,CARE,2026-05-07~09,www.fitocosmetic.ru,Beauty Istanbul 2026 exhibitor · Hall 3 3E 200,B,www.fitocosmetic.ru,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: CARE;HAIR CARE SKIN CARE"
BeautyIstanbul_2026,FORMULADRLYUTER,FORMULA DR. LYUTER,Russia,PERSONAL CARE,PERSONAL CARE,2026-05-07~09,www.drlyuter.ru,Beauty Istanbul 2026 exhibitor · Hall 7 7B 910,C,www.drlyuter.ru,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PERSONAL CARE"
BeautyIstanbul_2026,INTERCHARMRUSSIA,INTERCHARM RUSSIA,Russia,SKIN CARE;PERSONAL CARE,SKIN CARE,2026-05-07~09,www.en.intercharm.ru,Beauty Istanbul 2026 exhibitor · Hall 3 3F 460,B,www.en.intercharm.ru,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: SKIN CARE;PERSONAL CARE"
BeautyIstanbul_2026,KAMALI,KAMALI,Russia,PERSONAL CARE;HAIR CARE,PERSONAL CARE,2026-05-07~09,https://ka-ma-li.com/,Beauty Istanbul 2026 exhibitor · Hall 2A   2A 330,B,https://ka-ma-li.com/,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PERSONAL CARE;HAIR CARE"
BeautyIstanbul_2026,KRASSACOSMETICSLLC,KRASSA COSMETICS LLC,Russia,SKIN CARE;HAIR CARE,SKIN CARE,2026-05-07~09,https://krassa-cosmetics.ru/,Beauty Istanbul 2026 exhibitor · Hall 3 3E 200,B,https://krassa-cosmetics.ru/,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: SKIN CARE;HAIR CARE"
BeautyIstanbul_2026,LLCRESEDA,"LLC ""RESEDA""",Russia,PERSONAL CARE;HAIR CARE;SKIN CARE,PERSONAL CARE,2026-05-07~09,www.resedaodor.com,Beauty Istanbul 2026 exhibitor · Hall 2A   2A 330,A,www.resedaodor.com,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PERSONAL CARE;HAIR CARE;SKIN CARE"
BeautyIstanbul_2026,MIRAFLORES,MIRAFLORES,Russia,PERSONAL CARE;SKIN CARE;DERMOCOSMETICS,PERSONAL CARE,2026-05-07~09,https://miraflores-shop.ru/,Beauty Istanbul 2026 exhibitor · Hall 3 3E 200,A,https://miraflores-shop.ru/,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PERSONAL CARE;SKIN CARE;DERMOCOSMETICS"
BeautyIstanbul_2026,MIRRA,MIRRA,Russia,PERSONAL CARE;SKIN CARE;DERMOCOSMETICS,PERSONAL CARE,2026-05-07~09,www.mirra.ru,Beauty Istanbul 2026 exhibitor · Hall 9 9B 200,A,www.mirra.ru,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PERSONAL CARE;SKIN CARE;DERMOCOSMETICS"
BeautyIstanbul_2026,NPPFERMENTNYETEKHNOLOGIILLC,NPP FERMENTNYE TEKHNOLOGII LLC,Russia,NAIL CARE;BEAUTY ACCESSORIES,NAIL CARE,2026-05-07~09,https://sodferment.ru,Beauty Istanbul 2026 exhibitor · Hall 3 3E 200,B,https://sodferment.ru,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: NAIL CARE;BEAUTY ACCESSORIES"
BeautyIstanbul_2026,OLBOLLC,OLBO LLC,Russia,PHARMACEUTICALS & OTC PRODUCTS;SKIN CARE,PHARMACEUTICALS & OTC PRODUCTS,2026-05-07~09,www.dancelegend.ru,Beauty Istanbul 2026 exhibitor · Hall 3 3E 200,B,www.dancelegend.ru,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PHARMACEUTICALS & OTC PRODUCTS;SKIN CARE"
BeautyIstanbul_2026,PHARMAOCEAN,PHARMA OCEAN,Russia,SKIN CARE; NATURAL & ORGANIC,SKIN CARE,2026-05-07~09,www.pharmocean.ru,Beauty Istanbul 2026 exhibitor · Hall 7 7B 910,B,www.pharmocean.ru,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: SKIN CARE; NATURAL & ORGANIC"
BeautyIstanbul_2026,PRIMKOSMETIKA,PRIMKOSMETIKA,Russia,PERSONAL CARE;SKIN CARE,PERSONAL CARE,2026-05-07~09,www.primkosmetika.ru,Beauty Istanbul 2026 exhibitor · Hall 7 7B 910,B,www.primkosmetika.ru,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PERSONAL CARE;SKIN CARE"
BeautyIstanbul_2026,TATARSTANEXPORTSUPPORTCENTER,TATARSTAN EXPORT SUPPORT CENTER,Russia,DERMOCOSMETICS;PERSONAL CARE;SKIN CARE,DERMOCOSMETICS,2026-05-07~09,www.fpprt.ru,Beauty Istanbul 2026 exhibitor · Hall 2A   2A 330,A,www.fpprt.ru,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: DERMOCOSMETICS;PERSONAL CARE;SKIN CARE"
